,text,label_str,label
4536,polio politics publicity and duplicity ethical aspects in the development of the salk vaccine,politics,2
5238,prediction of high risk asymptomatic carotid plaques based on ultrasonic image features,medicine,0
363,on contact relationship between cantonese and zhuang language in southwestern guangxi,geography,4
1271,serum vitamin d levels are inversely correlated with fev1 and fvc in asthma,medicine,0
5527,on the male consciousness in yan lianke s hard like water,politics,2
5039,equity growth and community what the nation can learn from america s metro areas by chrisbenner and manuelpastor oakland ca university of california press 2015 364 pp 25 isbn 9780520284418 paperback free download via uc press,politics,2
3862,airway reactivity in the caveolin 1 knockout mouse,medicine,0
5250,asian americans and latinos in san gabriel valley california ethnic political cooperation and redistricting 1990 92,politics,2
4795,psicologizacion poder constituyente y autonomia repensando la construccion de la subjetividad en la postmodernidad,politics,2
347,liability surcharge ama board backs patient fee for rising premiums,business,5
3703,gao backs decision to conduct x ray laser test,business,5
4467,modified sirs criteria for detection of sepsis in the intensive care unit,medicine,0
5217,born or reborn in the cattle,politics,2
2562,an evaluation of the thornthwaite and holdridge classifications as applied to the mediterranean borderland,geography,4
3027,inter generation occupational mobility in the province of quebec,economics,3
5135,improving the prediction of arsenic contents in agricultural soils by combining the reflectance spectroscopy of soils and rice plants,geography,4
1423,north dakota lignite energy industry s contributin to the state economy for 1993 and projected for 1994,economics,3
656,fractal feature based color image segmentation for a healthcare application in dermatology,medicine,0
4001,socioeconomic and demographic factors influencing male antenatal care participation in zimbabwe,business,5
5160,the school manuals as a possibility of reserach for the history of the education elements for a definition,politics,2
2102,social distrust as a factor in siting hazardous facilities and communicating risks,psychology,1
632,comparative study of the use of confirmative expressions in business japanese and korean cases for reservation and orderingin phone dialogues,business,5
3751,the women s movement political socioeconomic and psychological issues,politics,2
2493,experimental design as a threshold concept in a developmental psychology course,psychology,1
2665,report by the hydrographer of the navy np 130 38 pp 29 21 cm paper 1981 hydrographic department taunton,geography,4
4017,utility of software developed with filemaker pro in japanese medical field current state and prospect,medicine,0
4335,extraction and analysis of regional landscape indexes based on spot 5 images and fragstats software,geography,4
4339,resources book review tales for thinkingtales for thinking level 2 for grades 3 6 high interest low readability by oehlkerswilliam and stieglitzezra north billerica ma curriculum associates 1989,psychology,1
3867,the febe project designing a clinical information system,medicine,0
3866,obsessive compulsive spectrum disorders effective treatment with paroxetine,psychology,1
4294,the impact of information on death penalty support revisited,politics,2
2500,trade balance and real exchange rate new evidence from mauritius uk trade,economics,3
1465,distribution of phlebotomus sergenti diptera psychodidae in eastern sicily italy,geography,4
3532,ionizing radiation induces intrinsic and extrinsic apoptosis and accelerated senescence in primary pulmonary endothelial cells,medicine,0
