text,label_str,label
an integrated multidepartmental hospital imaging system usage of data across specialties,medicine,0
applications grants and the value of patents,business,5
excavations at three prehistoric sites along pia mesa road zuni indian reservation mckinley county new mexico,geography,4
an improved random decision trees algorithm with application to supervised classification,geography,4
diferenciacionen la prestacionde serviciosde medicina prepagaday plan obligatoriode salud pos,geography,4
productivity and economic growth in japan and the u s,economics,3
a follow up study of a large group of children struck by lightning,medicine,0
the voting decision instrumental and expressive aspects,politics,2
a suggested blueprint for the development of maritime archaeological research in namibia,geography,4
microbial technology in zimbabwe current status and proposals for research and development,economics,3
radicalism in byron s manfred a politico religious study,politics,2
econometric analysis of characteristics affecting consumer preference for banana fruits in kano metropolis nigeria,economics,3
on metaphorical cognitive system of chinese word qingchun,psychology,1
reimagining home in the 21st centuryj lloyd and e vasta eds edward elgar publishing cheltenham uk and northampton usa 2017 xi 246 pp isbn 978 1 78643 292 6 cased 76 50,geography,4
legislative policy and practice initiatives for students with disabilities in australian postsecondary education,economics,3
on the connotation function and characteristics of the ethological and political education work in colleges and universities within the vision of culture,politics,2
douglas a lathrop the campaign continues how political consultants and campaign tactics affect public policy westport ct praeger 2003 216 pp 65 00 cloth george c edward on deaf ears the limits of the bully pulpit new haven ct yale university press 2004 320,politics,2
the long range trend of personal trip behavior in rural area,geography,4
the optimal training load for the development of muscular power,psychology,1
a critical commentary to mark bevir s democratic governance,sociology,6
aninvestigation of relationship between parents socialeconomic status and participation in development of early childhood education and developmentprogrammes ecde in githungurikiambu kenya,business,5
